,name,doi_link,doi,link1
486,QUFTAM,http://dx.doi.org/10.1016/S0277-5387(01)00765-3,S0277-5387(01)00765-3,http://sunie.top:9009/Server/material/core_qmof_pdf/S0277-5387(01)00765-3.pdf
487,QUGBUQ,http://dx.doi.org/10.1016/j.ica.2009.08.009,j.ica.2009.08.009,http://sunie.top:9009/Server/material/core_qmof_pdf/j.ica.2009.08.009.pdf
488,QUGNOV,http://dx.doi.org/10.1016/S1387-7003(01)00219-2,S1387-7003(01)00219-2,http://sunie.top:9009/Server/material/core_qmof_pdf/S1387-7003(01)00219-2.pdf
489,QUHMOX,http://dx.doi.org/10.1021/acs.inorgchem.5b00214,acs.inorgchem.5b00214,http://sunie.top:9009/Server/material/core_qmof_pdf/acs.inorgchem.5b00214.pdf
490,QUJFUX,http://dx.doi.org/10.1039/b909772d,b909772d,http://sunie.top:9009/Server/material/core_qmof_pdf/b909772d.pdf
491,QULLEP,http://dx.doi.org/10.1039/b904387j,b904387j,http://sunie.top:9009/Server/material/core_qmof_pdf/b904387j.pdf
492,QULMIU,http://dx.doi.org/10.1039/b909731g,b909731g,http://sunie.top:9009/Server/material/core_qmof_pdf/b909731g.pdf
493,QUPDEL01,http://dx.doi.org/10.1039/C5NJ01229E,C5NJ01229E,http://sunie.top:9009/Server/material/core_qmof_pdf/C5NJ01229E.pdf
494,QUPHUF,http://dx.doi.org/10.1021/cg1001557,cg1001557,http://sunie.top:9009/Server/material/core_qmof_pdf/cg1001557.pdf
495,QUQBAH,http://dx.doi.org/10.1038/nature15732,nature15732,http://sunie.top:9009/Server/material/core_qmof_pdf/nature15732.pdf
496,QUQHAM,http://dx.doi.org/10.1021/cg1001573,cg1001573,http://sunie.top:9009/Server/material/core_qmof_pdf/cg1001573.pdf
497,QUQPUO,http://dx.doi.org/10.1021/cg100568a,cg100568a,http://sunie.top:9009/Server/material/core_qmof_pdf/cg100568a.pdf
498,QURSEC,http://dx.doi.org/10.1246/cl.2010.878,cl.2010.878,http://sunie.top:9009/Server/material/core_qmof_pdf/cl.2010.878.pdf
499,QUSRIH,http://dx.doi.org/10.1021/acs.inorgchem.5b01364,acs.inorgchem.5b01364,http://sunie.top:9009/Server/material/core_qmof_pdf/acs.inorgchem.5b01364.pdf
500,QUZZES,http://dx.doi.org/10.1039/C6TC00244G,C6TC00244G,http://sunie.top:9009/Server/material/core_qmof_pdf/C6TC00244G.pdf
501,RANPAA,http://dx.doi.org/10.1039/C6TA10152F,C6TA10152F,http://sunie.top:9009/Server/material/core_qmof_pdf/C6TA10152F.pdf
502,RAQVEM,http://dx.doi.org/10.1016/j.poly.2011.12.030,j.poly.2011.12.030,http://sunie.top:9009/Server/material/core_qmof_pdf/j.poly.2011.12.030.pdf
503,RATVEP,http://dx.doi.org/10.1016/j.poly.2012.03.008,j.poly.2012.03.008,http://sunie.top:9009/Server/material/core_qmof_pdf/j.poly.2012.03.008.pdf
504,RAXDAX,http://dx.doi.org/10.1039/c1ce05231d,c1ce05231d,http://sunie.top:9009/Server/material/core_qmof_pdf/c1ce05231d.pdf
505,RAYLAG,http://dx.doi.org/10.1039/c2cc32103c,c2cc32103c,http://sunie.top:9009/Server/material/core_qmof_pdf/c2cc32103c.pdf
506,RAZGOQ,http://dx.doi.org/10.1016/j.poly.2012.04.012,j.poly.2012.04.012,http://sunie.top:9009/Server/material/core_qmof_pdf/j.poly.2012.04.012.pdf
507,REGLOG,http://dx.doi.org/10.1039/c2ce26312b,c2ce26312b,http://sunie.top:9009/Server/material/core_qmof_pdf/c2ce26312b.pdf
508,REJVOS,http://dx.doi.org/10.1021/ic060543v,ic060543v,http://sunie.top:9009/Server/material/core_qmof_pdf/ic060543v.pdf
509,RESSAK,http://dx.doi.org/10.1021/cg060343u,cg060343u,http://sunie.top:9009/Server/material/core_qmof_pdf/cg060343u.pdf
510,RESWUI01,http://dx.doi.org/10.1021/ic100822s,ic100822s,http://sunie.top:9009/Server/material/core_qmof_pdf/ic100822s.pdf
511,RETBEZ,http://dx.doi.org/10.1039/C3CE00009E,C3CE00009E,http://sunie.top:9009/Server/material/core_qmof_pdf/C3CE00009E.pdf
512,RIVDEF,http://dx.doi.org/10.1002/anie.199706361,anie.199706361,http://sunie.top:9009/Server/material/core_qmof_pdf/anie.199706361.pdf
513,RIYWED,http://dx.doi.org/10.1021/ja500356z,ja500356z,http://sunie.top:9009/Server/material/core_qmof_pdf/ja500356z.pdf
514,ROGSAI,http://dx.doi.org/10.1002/chem.200800430,chem.200800430,http://sunie.top:9009/Server/material/core_qmof_pdf/chem.200800430.pdf
515,ROJNEJ,http://dx.doi.org/10.1002/anie.199720761,anie.199720761,http://sunie.top:9009/Server/material/core_qmof_pdf/anie.199720761.pdf
516,RORRIB,http://dx.doi.org/10.1021/cg500828s,cg500828s,http://sunie.top:9009/Server/material/core_qmof_pdf/cg500828s.pdf
517,RUCGOM,http://dx.doi.org/10.1246/cl.2009.526,cl.2009.526,http://sunie.top:9009/Server/material/core_qmof_pdf/cl.2009.526.pdf
518,RUFMUA01,http://dx.doi.org/10.1039/c2cc34006b,c2cc34006b,http://sunie.top:9009/Server/material/core_qmof_pdf/c2cc34006b.pdf
519,RUFZID,http://dx.doi.org/10.1021/acs.cgd.5b00018,acs.cgd.5b00018,http://sunie.top:9009/Server/material/core_qmof_pdf/acs.cgd.5b00018.pdf
520,RURPEA,http://dx.doi.org/10.1002/anie.200806039,anie.200806039,http://sunie.top:9009/Server/material/core_qmof_pdf/anie.200806039.pdf
521,RUVMAX,http://dx.doi.org/10.1021/cg1003403,cg1003403,http://sunie.top:9009/Server/material/core_qmof_pdf/cg1003403.pdf
522,RUXKUS,http://dx.doi.org/10.1039/C5DT03731J,C5DT03731J,http://sunie.top:9009/Server/material/core_qmof_pdf/C5DT03731J.pdf
523,SAJLOH,http://dx.doi.org/10.1021/acs.cgd.6b01771,acs.cgd.6b01771,http://sunie.top:9009/Server/material/core_qmof_pdf/acs.cgd.6b01771.pdf
524,SALRON,http://dx.doi.org/10.1007/s11243-004-9687-8,s11243-004-9687-8,http://sunie.top:9009/Server/material/core_qmof_pdf/s11243-004-9687-8.pdf
525,SEGBIR,http://dx.doi.org/10.1039/c2cc37453f,c2cc37453f,http://sunie.top:9009/Server/material/core_qmof_pdf/c2cc37453f.pdf
526,SERCEZ,http://dx.doi.org/10.1021/ic302010e,ic302010e,http://sunie.top:9009/Server/material/core_qmof_pdf/ic302010e.pdf
527,SICDAL,http://dx.doi.org/10.1021/jp312179e,jp312179e,http://sunie.top:9009/Server/material/core_qmof_pdf/jp312179e.pdf
528,SISFEH,http://dx.doi.org/10.1039/C3CE41975D,C3CE41975D,http://sunie.top:9009/Server/material/core_qmof_pdf/C3CE41975D.pdf
529,SITTUM,http://dx.doi.org/10.1080/00958972.2013.859680,00958972.2013.859680,http://sunie.top:9009/Server/material/core_qmof_pdf/00958972.2013.859680.pdf
530,SIVWUR,http://dx.doi.org/10.1016/j.poly.2013.10.022,j.poly.2013.10.022,http://sunie.top:9009/Server/material/core_qmof_pdf/j.poly.2013.10.022.pdf
531,SIWTEZ,http://dx.doi.org/10.1039/C3CE42048E,C3CE42048E,http://sunie.top:9009/Server/material/core_qmof_pdf/C3CE42048E.pdf
532,SOBZEQ,http://dx.doi.org/10.1016/j.molstruc.2014.03.027,j.molstruc.2014.03.027,http://sunie.top:9009/Server/material/core_qmof_pdf/j.molstruc.2014.03.027.pdf
533,SOCLAZ,http://dx.doi.org/10.1021/cg401599x,cg401599x,http://sunie.top:9009/Server/material/core_qmof_pdf/cg401599x.pdf
534,SODZIV,http://dx.doi.org/10.1002/ejic.200800222,ejic.200800222,http://sunie.top:9009/Server/material/core_qmof_pdf/ejic.200800222.pdf
535,SOHGUS,http://dx.doi.org/10.1002/zaac.200800158,zaac.200800158,http://sunie.top:9009/Server/material/core_qmof_pdf/zaac.200800158.pdf
536,SOKWUM,http://dx.doi.org/10.1021/cg4018163,cg4018163,http://sunie.top:9009/Server/material/core_qmof_pdf/cg4018163.pdf
537,SUGVUM,http://dx.doi.org/10.1002/chem.200902306,chem.200902306,http://sunie.top:9009/Server/material/core_qmof_pdf/chem.200902306.pdf
538,SUJREV,http://dx.doi.org/10.1002/anie.200905898,anie.200905898,http://sunie.top:9009/Server/material/core_qmof_pdf/anie.200905898.pdf
539,SUPLOF,http://dx.doi.org/10.1021/ja809352y,ja809352y,http://sunie.top:9009/Server/material/core_qmof_pdf/ja809352y.pdf
540,SUSRUV,http://dx.doi.org/10.3390/molecules20058941,molecules20058941,http://sunie.top:9009/Server/material/core_qmof_pdf/molecules20058941.pdf
541,SUTJIC,http://dx.doi.org/10.1021/acs.cgd.5b00757,acs.cgd.5b00757,http://sunie.top:9009/Server/material/core_qmof_pdf/acs.cgd.5b00757.pdf
542,TADYII,http://dx.doi.org/10.1080/00958972.2010.527961,00958972.2010.527961,http://sunie.top:9009/Server/material/core_qmof_pdf/00958972.2010.527961.pdf
543,TAFBIN,http://dx.doi.org/10.1039/c002677h,c002677h,http://sunie.top:9009/Server/material/core_qmof_pdf/c002677h.pdf
544,TAGCIP,http://dx.doi.org/10.1021/ic100184q,ic100184q,http://sunie.top:9009/Server/material/core_qmof_pdf/ic100184q.pdf
545,TAJXIO01,http://dx.doi.org/10.1021/acs.inorgchem.5b02200,acs.inorgchem.5b02200,http://sunie.top:9009/Server/material/core_qmof_pdf/acs.inorgchem.5b02200.pdf
546,TAKTIL,http://dx.doi.org/10.1021/acs.inorgchem.5b02108,acs.inorgchem.5b02108,http://sunie.top:9009/Server/material/core_qmof_pdf/acs.inorgchem.5b02108.pdf
547,TAKZEN,http://dx.doi.org/10.14102/j.cnki.0254-5861.2011-0838,j.cnki.0254-5861.2011-0838,http://sunie.top:9009/Server/material/core_qmof_pdf/j.cnki.0254-5861.2011-0838.pdf
548,TAPXIT01,http://dx.doi.org/10.1021/ic9021992,ic9021992,http://sunie.top:9009/Server/material/core_qmof_pdf/ic9021992.pdf
549,TAXHUX,http://dx.doi.org/10.3390/cryst2030974,cryst2030974,http://sunie.top:9009/Server/material/core_qmof_pdf/cryst2030974.pdf
550,TENLIJ,http://dx.doi.org/10.1016/j.molstruc.2012.08.036,j.molstruc.2012.08.036,http://sunie.top:9009/Server/material/core_qmof_pdf/j.molstruc.2012.08.036.pdf
551,TESHAB,http://dx.doi.org/10.1071/CH06176,CH06176,http://sunie.top:9009/Server/material/core_qmof_pdf/CH06176.pdf
552,TETWOG,http://dx.doi.org/10.1039/c2dt32022c,c2dt32022c,http://sunie.top:9009/Server/material/core_qmof_pdf/c2dt32022c.pdf
553,TILDIC,http://dx.doi.org/10.1080/00958970701194074,00958970701194074,http://sunie.top:9009/Server/material/core_qmof_pdf/00958970701194074.pdf
554,TIRLIQ,http://dx.doi.org/10.1007/s10870-007-9244-3,s10870-007-9244-3,http://sunie.top:9009/Server/material/core_qmof_pdf/s10870-007-9244-3.pdf
555,TISNEQ,http://dx.doi.org/10.1021/cg400934z,cg400934z,http://sunie.top:9009/Server/material/core_qmof_pdf/cg400934z.pdf
556,TISWEZ,http://dx.doi.org/10.1021/cg4008735,cg4008735,http://sunie.top:9009/Server/material/core_qmof_pdf/cg4008735.pdf
557,TOFQEM,http://dx.doi.org/10.1002/zaac.201400024,zaac.201400024,http://sunie.top:9009/Server/material/core_qmof_pdf/zaac.201400024.pdf
558,TOHYUM,http://dx.doi.org/10.1016/j.inoche.2014.04.029,j.inoche.2014.04.029,http://sunie.top:9009/Server/material/core_qmof_pdf/j.inoche.2014.04.029.pdf
559,TOZHAR,http://dx.doi.org/10.1021/cm950594i,cm950594i,http://sunie.top:9009/Server/material/core_qmof_pdf/cm950594i.pdf
560,TUBLIN,http://dx.doi.org/10.1016/j.molstruc.2014.12.014,j.molstruc.2014.12.014,http://sunie.top:9009/Server/material/core_qmof_pdf/j.molstruc.2014.12.014.pdf
561,TUFSUK,http://dx.doi.org/10.1039/C5CE00479A,C5CE00479A,http://sunie.top:9009/Server/material/core_qmof_pdf/C5CE00479A.pdf
562,TUKDAG,http://dx.doi.org/10.1039/C5RA06072A,C5RA06072A,http://sunie.top:9009/Server/material/core_qmof_pdf/C5RA06072A.pdf
563,TUTHOG,http://dx.doi.org/10.1002/chem.200903129,chem.200903129,http://sunie.top:9009/Server/material/core_qmof_pdf/chem.200903129.pdf
564,UBIPAY,http://dx.doi.org/10.1002/chem.201101321,chem.201101321,http://sunie.top:9009/Server/material/core_qmof_pdf/chem.201101321.pdf
565,UDEGIW,http://dx.doi.org/10.1021/acs.cgd.6b01484,acs.cgd.6b01484,http://sunie.top:9009/Server/material/core_qmof_pdf/acs.cgd.6b01484.pdf
566,UDEPIE,http://dx.doi.org/10.1039/C3DT51203G,C3DT51203G,http://sunie.top:9009/Server/material/core_qmof_pdf/C3DT51203G.pdf
567,UFEVIL,http://dx.doi.org/10.1039/b803236j,b803236j,http://sunie.top:9009/Server/material/core_qmof_pdf/b803236j.pdf
568,UGAQEY,http://dx.doi.org/10.1016/S0020-1693(02)00705-3,S0020-1693(02)00705-3,http://sunie.top:9009/Server/material/core_qmof_pdf/S0020-1693(02)00705-3.pdf
569,UHAXUW,http://dx.doi.org/10.1021/cg025551a,cg025551a,http://sunie.top:9009/Server/material/core_qmof_pdf/cg025551a.pdf
570,UHISOU,http://dx.doi.org/10.1039/b819559e,b819559e,http://sunie.top:9009/Server/material/core_qmof_pdf/b819559e.pdf
571,UHIYOB,http://dx.doi.org/10.1021/acs.cgd.5b00040,acs.cgd.5b00040,http://sunie.top:9009/Server/material/core_qmof_pdf/acs.cgd.5b00040.pdf
572,UJAQUS,http://dx.doi.org/10.1039/c0ce00268b,c0ce00268b,http://sunie.top:9009/Server/material/core_qmof_pdf/c0ce00268b.pdf
573,UJIZET,http://dx.doi.org/10.1107/S0108270110044872,S0108270110044872,http://sunie.top:9009/Server/material/core_qmof_pdf/S0108270110044872.pdf
574,UMEXUF,http://dx.doi.org/10.1107/S1600536803019895,S1600536803019895,http://sunie.top:9009/Server/material/core_qmof_pdf/S1600536803019895.pdf
575,UMEXUF01,http://dx.doi.org/10.1515/ncrs-2015-0310,ncrs-2015-0310,http://sunie.top:9009/Server/material/core_qmof_pdf/ncrs-2015-0310.pdf
576,UPOVOL,http://dx.doi.org/10.1007/s10870-010-9962-9,s10870-010-9962-9,http://sunie.top:9009/Server/material/core_qmof_pdf/s10870-010-9962-9.pdf
577,UQOGAK,http://dx.doi.org/10.1016/j.mencom.2016.05.010,j.mencom.2016.05.010,http://sunie.top:9009/Server/material/core_qmof_pdf/j.mencom.2016.05.010.pdf
578,UQUHAQ,http://dx.doi.org/10.1107/S1600536811011913,S1600536811011913,http://sunie.top:9009/Server/material/core_qmof_pdf/S1600536811011913.pdf
579,UQULAU,http://dx.doi.org/10.1107/S1600536811012475,S1600536811012475,http://sunie.top:9009/Server/material/core_qmof_pdf/S1600536811012475.pdf
580,USOXEH,http://dx.doi.org/10.1021/acs.inorgchem.6b00814,acs.inorgchem.6b00814,http://sunie.top:9009/Server/material/core_qmof_pdf/acs.inorgchem.6b00814.pdf
581,UVUQAE,http://dx.doi.org/10.1002/ejic.201100227,ejic.201100227,http://sunie.top:9009/Server/material/core_qmof_pdf/ejic.201100227.pdf
582,UWELIS,http://dx.doi.org/10.1002/zaac.201100082,zaac.201100082,http://sunie.top:9009/Server/material/core_qmof_pdf/zaac.201100082.pdf
583,UWUTIQ,http://dx.doi.org/10.1002/chem.201100350,chem.201100350,http://sunie.top:9009/Server/material/core_qmof_pdf/chem.201100350.pdf
584,UXUZAP,http://dx.doi.org/10.1039/c1cc10829h,c1cc10829h,http://sunie.top:9009/Server/material/core_qmof_pdf/c1cc10829h.pdf
585,UYAQAN,http://dx.doi.org/10.1039/c1cc12763b,c1cc12763b,http://sunie.top:9009/Server/material/core_qmof_pdf/c1cc12763b.pdf
586,UYOFIY,http://dx.doi.org/10.1016/j.inoche.2011.02.021,j.inoche.2011.02.021,http://sunie.top:9009/Server/material/core_qmof_pdf/j.inoche.2011.02.021.pdf
587,VAGTAA,http://dx.doi.org/10.1039/c0cc02069a,c0cc02069a,http://sunie.top:9009/Server/material/core_qmof_pdf/c0cc02069a.pdf
588,VAHJIA,http://dx.doi.org/10.1016/j.inoche.2016.01.002,j.inoche.2016.01.002,http://sunie.top:9009/Server/material/core_qmof_pdf/j.inoche.2016.01.002.pdf
589,VAJHIA,http://dx.doi.org/10.1016/j.inoche.2016.01.019,j.inoche.2016.01.019,http://sunie.top:9009/Server/material/core_qmof_pdf/j.inoche.2016.01.019.pdf
590,VAJTUX,http://dx.doi.org/10.1039/c005228k,c005228k,http://sunie.top:9009/Server/material/core_qmof_pdf/c005228k.pdf
591,VAMQAE,http://dx.doi.org/10.1039/C7SC00449D,C7SC00449D,http://sunie.top:9009/Server/material/core_qmof_pdf/C7SC00449D.pdf
592,VAQSEO,http://dx.doi.org/10.1016/j.snb.2017.04.151,j.snb.2017.04.151,http://sunie.top:9009/Server/material/core_qmof_pdf/j.snb.2017.04.151.pdf
593,VASKOR,http://dx.doi.org/10.1016/j.micromeso.2010.12.016,j.micromeso.2010.12.016,http://sunie.top:9009/Server/material/core_qmof_pdf/j.micromeso.2010.12.016.pdf
594,VATVUK,http://dx.doi.org/10.14102/j.cnki.0254-5861.2011-1336,j.cnki.0254-5861.2011-1336,http://sunie.top:9009/Server/material/core_qmof_pdf/j.cnki.0254-5861.2011-1336.pdf
595,VAZROF,http://dx.doi.org/10.1007/s12039-011-0167-3,s12039-011-0167-3,http://sunie.top:9009/Server/material/core_qmof_pdf/s12039-011-0167-3.pdf
596,VEDGIW,http://dx.doi.org/10.1039/c2jm33269h,c2jm33269h,http://sunie.top:9009/Server/material/core_qmof_pdf/c2jm33269h.pdf
597,VEHPUU,http://dx.doi.org/10.1002/anie.200600333,anie.200600333,http://sunie.top:9009/Server/material/core_qmof_pdf/anie.200600333.pdf
598,VEHRIL,http://dx.doi.org/10.1039/c2dt00001f,c2dt00001f,http://sunie.top:9009/Server/material/core_qmof_pdf/c2dt00001f.pdf
599,VEJYIT,http://dx.doi.org/10.1073/pnas.0602439103,pnas.0602439103,http://sunie.top:9009/Server/material/core_qmof_pdf/pnas.0602439103.pdf
600,VEJYUF02,http://dx.doi.org/10.1039/c1cc11985k,c1cc11985k,http://sunie.top:9009/Server/material/core_qmof_pdf/c1cc11985k.pdf
601,VIPXUO,http://dx.doi.org/10.1039/b708389k,b708389k,http://sunie.top:9009/Server/material/core_qmof_pdf/b708389k.pdf
602,VIRVEY,http://dx.doi.org/10.1021/cg7008094,cg7008094,http://sunie.top:9009/Server/material/core_qmof_pdf/cg7008094.pdf
603,VIVXOP,http://dx.doi.org/10.1021/ic4024844,ic4024844,http://sunie.top:9009/Server/material/core_qmof_pdf/ic4024844.pdf
604,VIWHUG,http://dx.doi.org/10.1021/cg4007372,cg4007372,http://sunie.top:9009/Server/material/core_qmof_pdf/cg4007372.pdf
605,VIYMAT,http://dx.doi.org/10.1016/j.inoche.2013.09.044,j.inoche.2013.09.044,http://sunie.top:9009/Server/material/core_qmof_pdf/j.inoche.2013.09.044.pdf
606,VIYZIO,http://dx.doi.org/10.1080/00958972.2014.904042,00958972.2014.904042,http://sunie.top:9009/Server/material/core_qmof_pdf/00958972.2014.904042.pdf
607,VIYZIO01,http://dx.doi.org/10.1107/S2053229614008407,S2053229614008407,http://sunie.top:9009/Server/material/core_qmof_pdf/S2053229614008407.pdf
608,VOBQEK,http://dx.doi.org/10.1016/j.inoche.2013.09.069,j.inoche.2013.09.069,http://sunie.top:9009/Server/material/core_qmof_pdf/j.inoche.2013.09.069.pdf
609,VONBIK,http://dx.doi.org/10.1039/b809336a,b809336a,http://sunie.top:9009/Server/material/core_qmof_pdf/b809336a.pdf
610,VOPHUF,http://dx.doi.org/10.1021/cg500371n,cg500371n,http://sunie.top:9009/Server/material/core_qmof_pdf/cg500371n.pdf
611,VOQWUV,http://dx.doi.org/10.1016/j.poly.2014.09.041,j.poly.2014.09.041,http://sunie.top:9009/Server/material/core_qmof_pdf/j.poly.2014.09.041.pdf
612,VORBUA,http://dx.doi.org/10.1107/S0108270109008798,S0108270109008798,http://sunie.top:9009/Server/material/core_qmof_pdf/S0108270109008798.pdf
613,VUKRUQ,http://dx.doi.org/10.1039/C5CP02180D,C5CP02180D,http://sunie.top:9009/Server/material/core_qmof_pdf/C5CP02180D.pdf
614,VUQJUN,http://dx.doi.org/10.1039/b916168f,b916168f,http://sunie.top:9009/Server/material/core_qmof_pdf/b916168f.pdf
615,WALBOC01,http://dx.doi.org/10.1126/science.1194237,science.1194237,http://sunie.top:9009/Server/material/core_qmof_pdf/science.1194237.pdf
616,WARJAC,http://dx.doi.org/10.1039/c2dt12238c,c2dt12238c,http://sunie.top:9009/Server/material/core_qmof_pdf/c2dt12238c.pdf
617,WASNIO,http://dx.doi.org/10.1002/ejic.200400960,ejic.200400960,http://sunie.top:9009/Server/material/core_qmof_pdf/ejic.200400960.pdf
618,WATPIT,http://dx.doi.org/10.1021/acs.cgd.7b00174,acs.cgd.7b00174,http://sunie.top:9009/Server/material/core_qmof_pdf/acs.cgd.7b00174.pdf
619,WEFXEM,http://dx.doi.org/10.1021/ja305267m,ja305267m,http://sunie.top:9009/Server/material/core_qmof_pdf/ja305267m.pdf
620,WEFZIS,http://dx.doi.org/10.1016/j.inoche.2012.04.036,j.inoche.2012.04.036,http://sunie.top:9009/Server/material/core_qmof_pdf/j.inoche.2012.04.036.pdf
621,WEGGAS,http://dx.doi.org/10.1016/j.inoche.2012.05.038,j.inoche.2012.05.038,http://sunie.top:9009/Server/material/core_qmof_pdf/j.inoche.2012.05.038.pdf
622,WENSIS,http://dx.doi.org/10.1107/S1600536806034714,S1600536806034714,http://sunie.top:9009/Server/material/core_qmof_pdf/S1600536806034714.pdf
623,WEXNIW,http://dx.doi.org/10.1016/S0277-5387(00)81646-0,S0277-5387(00)81646-0,http://sunie.top:9009/Server/material/core_qmof_pdf/S0277-5387(00)81646-0.pdf
624,WIFGOJ,http://dx.doi.org/10.1021/cg3009249,cg3009249,http://sunie.top:9009/Server/material/core_qmof_pdf/cg3009249.pdf
625,WIHCUM,http://dx.doi.org/10.1107/S1600536807029273,S1600536807029273,http://sunie.top:9009/Server/material/core_qmof_pdf/S1600536807029273.pdf
626,WILHIK,http://dx.doi.org/10.1039/C3CC45689G,C3CC45689G,http://sunie.top:9009/Server/material/core_qmof_pdf/C3CC45689G.pdf
627,WISVEB,http://dx.doi.org/10.1002/zaac.201300117,zaac.201300117,http://sunie.top:9009/Server/material/core_qmof_pdf/zaac.201300117.pdf
628,WOBHOM,http://dx.doi.org/10.1039/C4RA01269K,C4RA01269K,http://sunie.top:9009/Server/material/core_qmof_pdf/C4RA01269K.pdf
629,WODRAK,http://dx.doi.org/10.1016/j.jssc.2014.01.020,j.jssc.2014.01.020,http://sunie.top:9009/Server/material/core_qmof_pdf/j.jssc.2014.01.020.pdf
630,WODROY,http://dx.doi.org/10.1016/j.jssc.2014.01.026,j.jssc.2014.01.026,http://sunie.top:9009/Server/material/core_qmof_pdf/j.jssc.2014.01.026.pdf
631,WOGHEG,http://dx.doi.org/10.1021/ic800854y,ic800854y,http://sunie.top:9009/Server/material/core_qmof_pdf/ic800854y.pdf
632,WOHBIF,http://dx.doi.org/10.1021/ic8004008,ic8004008,http://sunie.top:9009/Server/material/core_qmof_pdf/ic8004008.pdf
633,WOPHEQ,http://dx.doi.org/10.1021/cg500751e,cg500751e,http://sunie.top:9009/Server/material/core_qmof_pdf/cg500751e.pdf
634,WOQTUT,http://dx.doi.org/10.1016/j.micromeso.2011.12.035,j.micromeso.2011.12.035,http://sunie.top:9009/Server/material/core_qmof_pdf/j.micromeso.2011.12.035.pdf
635,WORSUT,http://dx.doi.org/10.1021/ic502219y,ic502219y,http://sunie.top:9009/Server/material/core_qmof_pdf/ic502219y.pdf
636,WOTSEF,http://dx.doi.org/10.1107/S2053229615000698,S2053229615000698,http://sunie.top:9009/Server/material/core_qmof_pdf/S2053229615000698.pdf
637,WUFSAT,http://dx.doi.org/10.14102/j.cnki.0254-5861.2011-0517,j.cnki.0254-5861.2011-0517,http://sunie.top:9009/Server/material/core_qmof_pdf/j.cnki.0254-5861.2011-0517.pdf
638,WUPMOL,http://dx.doi.org/10.1016/j.jssc.2015.12.020,j.jssc.2015.12.020,http://sunie.top:9009/Server/material/core_qmof_pdf/j.jssc.2015.12.020.pdf
639,WUTBOC,http://dx.doi.org/10.1002/anie.200390153,anie.200390153,http://sunie.top:9009/Server/material/core_qmof_pdf/anie.200390153.pdf
640,XADDAJ01,http://dx.doi.org/10.1039/C5DT00249D,C5DT00249D,http://sunie.top:9009/Server/material/core_qmof_pdf/C5DT00249D.pdf
641,XADFEP,http://dx.doi.org/10.1002/ejic.201000291,ejic.201000291,http://sunie.top:9009/Server/material/core_qmof_pdf/ejic.201000291.pdf
642,XAFXOT,http://dx.doi.org/10.1039/c001537g,c001537g,http://sunie.top:9009/Server/material/core_qmof_pdf/c001537g.pdf
643,XAGPUT,http://dx.doi.org/10.1002/ejic.201500204,ejic.201500204,http://sunie.top:9009/Server/material/core_qmof_pdf/ejic.201500204.pdf
644,XALTOV,http://dx.doi.org/10.1039/c2cc16235k,c2cc16235k,http://sunie.top:9009/Server/material/core_qmof_pdf/c2cc16235k.pdf
645,XALVOY,http://dx.doi.org/10.1016/j.catcom.2017.02.024,j.catcom.2017.02.024,http://sunie.top:9009/Server/material/core_qmof_pdf/j.catcom.2017.02.024.pdf
646,XEHFUL,http://dx.doi.org/10.1107/S0108768100010004,S0108768100010004,http://sunie.top:9009/Server/material/core_qmof_pdf/S0108768100010004.pdf
647,XEHTUB,http://dx.doi.org/10.1007/s10904-012-9676-x,s10904-012-9676-x,http://sunie.top:9009/Server/material/core_qmof_pdf/s10904-012-9676-x.pdf
648,XEJWUG,http://dx.doi.org/10.1016/j.ica.2012.08.012,j.ica.2012.08.012,http://sunie.top:9009/Server/material/core_qmof_pdf/j.ica.2012.08.012.pdf
649,XENKIM,http://dx.doi.org/10.1039/c2cc37497h,c2cc37497h,http://sunie.top:9009/Server/material/core_qmof_pdf/c2cc37497h.pdf
650,XEQLEM,http://dx.doi.org/10.1039/c2dt31394d,c2dt31394d,http://sunie.top:9009/Server/material/core_qmof_pdf/c2dt31394d.pdf
651,XEQRAO,http://dx.doi.org/10.1039/c2dt31844j,c2dt31844j,http://sunie.top:9009/Server/material/core_qmof_pdf/c2dt31844j.pdf
652,XESKAJ,http://dx.doi.org/10.1016/j.micromeso.2011.12.003,j.micromeso.2011.12.003,http://sunie.top:9009/Server/material/core_qmof_pdf/j.micromeso.2011.12.003.pdf
653,XEWRUO,http://dx.doi.org/10.1016/j.inoche.2012.11.025,j.inoche.2012.11.025,http://sunie.top:9009/Server/material/core_qmof_pdf/j.inoche.2012.11.025.pdf
654,XEXMEU,http://dx.doi.org/10.1021/ic302334x,ic302334x,http://sunie.top:9009/Server/material/core_qmof_pdf/ic302334x.pdf
655,XIDBUJ,http://dx.doi.org/10.1039/c2ce26171e,c2ce26171e,http://sunie.top:9009/Server/material/core_qmof_pdf/c2ce26171e.pdf
656,XIHRIQ,http://dx.doi.org/10.1016/j.molstruc.2006.11.065,j.molstruc.2006.11.065,http://sunie.top:9009/Server/material/core_qmof_pdf/j.molstruc.2006.11.065.pdf
657,XILVIZ,http://dx.doi.org/10.1002/chem.201302025,chem.201302025,http://sunie.top:9009/Server/material/core_qmof_pdf/chem.201302025.pdf
658,XIMPOA01,http://dx.doi.org/10.1021/cg401519w,cg401519w,http://sunie.top:9009/Server/material/core_qmof_pdf/cg401519w.pdf
